,Genome Name,HPK,RR,Hybrid,% Hybrid,RR:HPK Ratio,Genome Size   * assembled,Gene Count   * assembled,taxon_oid,Domain,Status,Study Name,Sequencing Center,Phylum,Class,Order,Family,Genus,Species,Ecosystem*,Ecosystem Category*,Ecosystem Subtype*,Ecosystem Type*,Ecotype*,Habitat*
682,"Niabella soli JS13-8, DSM 19437",37.0,37.0,8.0,21.62162162,1.0,4697343,3931,2506783006,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niabella,Niabella soli,Environmental,Terrestrial,Unclassified,Soil,,Soil
683,"Niastella koreensis GR20-10, DSM 17620",111.0,132.0,29.0,26.12612613,1.1891891890000001,9033684,7444,2506520016,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niastella,Niastella koreensis,Environmental,Terrestrial,Unclassified,Soil,,Soil
684,Nisaea denitrificans DSM 18348,55.0,35.0,13.0,23.63636364,0.636363636,4626718,4346,2524614677,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Nisaea,Nisaea denitrificans,Environmental,Aquatic,Unclassified,Freshwater,,"Aquatic, Marine, Surface water"
685,"Nitratifractor salsuginis E9I37-1, DSM 16511",18.0,19.0,4.0,22.22222222,1.0555555559999998,2101285,2173,649633076,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Proteobacteria,Epsilonproteobacteria,Campylobacterales,unclassified,Nitratifractor,Nitratifractor salsuginis,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine"
686,Nitratiruptor tergarcus DSM 16512,13.0,17.0,2.0,15.38461538,1.307692308,1929433,2039,2516493030,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Proteobacteria,Epsilonproteobacteria,unclassified,unclassified,Nitratiruptor,Nitratiruptor tergarcus,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine"
687,Nitriliruptor alkaliphilus DSM 45188,68.0,64.0,8.0,11.76470588,0.9411764709999999,5558097,5296,2513020036,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Actinobacteria,Nitriliruptoria,Nitriliruptorales,Nitriliruptoraceae,Nitriliruptor,Nitriliruptor alkaliphilus,Environmental,Aquatic,Alkaline,Non-marine Saline and Alkaline,,"Aquatic, Sediment, Soda lakes"
688,Niveispirillum irakense DSM 11586,63.0,65.0,17.0,26.98412698,1.031746032,5457705,4802,2524023250,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Niveispirillum,Niveispirillum irakense,Host-associated,Plants,Unclassified,Rhizoplane,,"Plants, Rice paddies"
689,Nocardioides alkalitolerans DSM 16699,53.0,41.0,4.0,7.547169811,0.773584906,4854484,4657,2524614663,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides alkalitolerans,Environmental,Terrestrial,Unclassified,Soil,,Soil
690,Nocardioides halotolerans DSM 19273,57.0,45.0,4.0,7.01754386,0.7894736840000001,4856512,4734,2523533541,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides halotolerans,Environmental,Terrestrial,Unclassified,Soil,,Soil
691,Nocardioides insulae DSM 17944,26.0,25.0,,,0.961538462,4060447,3724,2524614651,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides insulae,Environmental,Terrestrial,Unclassified,Soil,,Soil
692,Nocardiopsis dassonvillei dassonvillei DSM 43111,87.0,58.0,1.0,1.1494252870000001,0.666666667,6543312,5647,646564557,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis dassonvillei,Environmental,Terrestrial,Unclassified,Soil,,Soil
695,Nodularia spumigena CENA596,55.0,41.0,20.0,36.36363636,0.745454545,5173892,4573,2744054834,Bacteria,Draft,Genomic and functional analysis of the bloom-forming Nodularia spumigena CENA596,Center for Nuclear Energy in Agriculture - University of Sao Paulo,Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Nodularia,Nodularia spumigena,,,,,,
696,Nonomuraea coxensis DSM 45129,133.0,92.0,5.0,3.759398496,0.691729323,8996452,8548,2515154141,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea coxensis,Environmental,Terrestrial,Unclassified,Soil,,"Sand, Soil"
697,Nostoc azollae 0708,61.0,52.0,19.0,31.14754098,0.852459016,5486145,5379,648028001,Bacteria,Finished,DOEM_782002,DOE Joint Genome Institute (JGI),Cyanobacteria,unclassified,Nostocales,Nostocaceae,Trichormus,Trichormus azollae,Host-associated,Plants,Unclassified,Unclassified,,"Aquatic, Host"
698,Nostoc piscinale CENA21,194.0,84.0,68.0,35.05154639,0.432989691,7094556,6779,2648501874,Bacteria,Draft,Nostoc piscinale CENA21,University of San Diego,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc piscinale,,,,,,
701,Nostoc sp. NIES-3756,143.0,89.0,68.0,47.55244755,0.622377622,6987571,6044,2671180707,Bacteria,Draft,Complete genome sequence of Nostoc sp. NIES-3756,Toyohashi University of Technology,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc sp. NIES-3756,,,,,,
702,Nostoc sp. PCC 7120,136.0,80.0,55.0,40.44117647,0.588235294,7211789,6222,637000199,Bacteria,Finished,Nostoc sp. PCC 7120,Kazusa DNA Research Institute,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc sp. PCC 7120,Environmental,Aquatic,Unclassified,Freshwater,,"Aquatic, Fresh water, Soil"
703,Nostocales cyanobacterium HT-58-2,125.0,90.0,53.0,42.4,0.72,7899568,6657,2758568003,Bacteria,Draft,Genome sequencing of Nostocales cyanobacterium HT-58-2,North Carolina State University,Cyanobacteria,unclassified,Nostocales,unclassified,unclassified,Nostocales cyanobacterium HT-58-2,Environmental,Terrestrial,,Soil,,
704,Novispirillum itersonii itersonii ATCC 12639,51.0,54.0,16.0,31.37254902,1.058823529,4292502,3903,2519899638,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Novispirillum,Novispirillum itersonii,Environmental,Aquatic,Ponds,Freshwater,,Aquatic
705,Novosphingobium acidiphilum DSM 19966,26.0,28.0,4.0,15.38461538,1.076923077,3709060,3460,2523533537,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium acidiphilum,Environmental,Aquatic,Wetlands,Freshwater,,"Bog, Wetland"
706,"Novosphingobium nitrogenifigens Y88, DSM 19370",42.0,50.0,8.0,19.04761905,1.19047619,4148973,3807,2515154075,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium nitrogenifigens,Engineered,Wastewater,Pulp and paper wastewater,Industrial wastewater,,"Aquatic, Paper mill wastewater, Wastewater"
707,Oceanicaulis alexandrii DSM 11625,31.0,38.0,8.0,25.80645161,1.225806452,3018426,2889,2523533582,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Oceanicaulis,Oceanicaulis alexandrii,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Marine"
708,Oceanimonas smirnovii ATCC BAA-899,24.0,31.0,6.0,25.0,1.291666667,3284777,3210,2519899639,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas,Oceanimonas smirnovii,Environmental,Aquatic,Saline,Non-marine Saline and Alkaline,,"Aquatic, Sea water"
709,"Oceanithermus profundus 506, DSM 14977",14.0,16.0,,,1.142857143,2439291,2445,649633077,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Oceanithermus,Oceanithermus profundus,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine"
710,Oceanobacter kriegii DSM 6294,54.0,61.0,19.0,35.18518519,1.12962963,4507818,4035,2523231065,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanobacter,Oceanobacter kriegii,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water"
711,Oceanospirillum beijerinckii DSM 7166,91.0,79.0,36.0,39.56043956,0.868131868,5327358,4635,2524023058,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillum,Oceanospirillum beijerinckii,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water"
712,Oceanospirillum maris DSM 6286,38.0,43.0,12.0,31.57894737,1.131578947,3712005,3397,2523231066,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillum,Oceanospirillum maris,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water"
713,"Odoribacter splanchnicus 1651/6, DSM 20712",29.0,23.0,6.0,20.68965517,0.793103448,4392288,3746,649633078,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus,Host-associated,Human,Unclassified,Skin,,"Host, Human"
714,"Oenococcus kitaharae NRIC 0645, DSM 17330",6.0,6.0,,,1.0,1843867,1891,2524614648,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus kitaharae,Engineered,Food production,Unclassified,Fermented beverages,,Compost
715,Oenococcus oeni DSM 20252,6.0,8.0,,,1.333333333,1737581,1850,2515154139,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus oeni,Engineered,Food production,Unclassified,Fermented beverages,,Wine
716,Oligella ureolytica DSM 18253,14.0,14.0,1.0,7.142857143,1.0,2668297,2644,2515154154,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Oligella,Oligella ureolytica,Host-associated,Human,Urethra,Excretory system,,"Host, Human"
717,Oligella urethralis DSM 7531,10.0,9.0,1.0,10.0,0.9,2313349,2204,2515154022,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Oligella,Oligella urethralis,Host-associated,Human,Unclassified,Skin,,"Host, Human"
718,Olivibacter sitiensis DSM 17696,42.0,58.0,10.0,23.80952381,1.380952381,5055457,4566,2515154027,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,Olivibacter sitiensis,Engineered,Food production,Unclassified,Unclassified,,Aquatic
719,"Olsenella uli VPI, DSM 7084",15.0,14.0,,,0.933333333,2051896,1841,648028047,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Olsenella,Olsenella uli,Host-associated,Human,Oral,Digestive system,,"Host, Human"
720,Orenia marismortui DSM 5156,24.0,16.0,,,0.666666667,3459766,3326,2516493023,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Orenia,Orenia marismortui,Environmental,Terrestrial,Unclassified,Soil,,Mud
721,Ornithinimicrobium pekingense DSM 21552,28.0,27.0,,,0.9642857140000001,3852644,3598,2524614884,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium,Ornithinimicrobium pekingense,Engineered,Wastewater,Unclassified,Unclassified,,"Bioreactor, Sludge"
722,Ornithobacterium rhinotracheale DSM 15997,6.0,6.0,,,1.0,2399175,2371,2509601001,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ornithobacterium,Ornithobacterium rhinotracheale,Host-associated,Birds,Unclassified,Reproductive system,,"Bird, Host"
723,Oscillatoria sp. PCC 6506,172.0,76.0,67.0,38.95348837,0.441860465,6676705,5906,648276706,Bacteria,Permanent Draft,Oscillatoria sp. PCC 6506,Curie Institute,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Kamptonema,[Oscillatoria] sp. PCC 6506,,,,,,
724,Oscillatoriales sp. JSC-12,104.0,69.0,37.0,35.57692308,0.663461538,5530391,5081,2510065010,Bacteria,Permanent Draft,Genome sequence analysis of two strains of Cyanobacteria for biological remediation,DOE Joint Genome Institute (JGI),Cyanobacteria,unclassified,Oscillatoriales,unclassified,unclassified,Oscillatoriales cyanobacterium JSC-12,,,,,,Fresh water
725,Ottowia thiooxydans DSM 14619,44.0,42.0,5.0,11.36363636,0.954545455,7048723,6568,2523533611,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia thiooxydans,Engineered,Wastewater,Unclassified,Unclassified,,Sludge
726,Owenweeksia hongkongensis DSM 17368,47.0,46.0,9.0,19.14893617,0.978723404,4000057,3563,2508501098,Bacteria,Finished,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,Owenweeksia hongkongensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water"
727,Paenibacillus alginolyticus DSM 5050,167.0,163.0,14.0,8.383233533,0.9760479040000001,8331158,8232,2524614879,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus alginolyticus,Environmental,Terrestrial,Unclassified,Soil,,Soil
728,Paenibacillus assamensis DSM 18201,70.0,64.0,6.0,8.571428571,0.914285714,5029794,4520,2524023086,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus assamensis,Environmental,Aquatic,Unclassified,Freshwater,,Fresh water
729,Paenibacillus daejeonensis DSM 15491,140.0,136.0,17.0,12.14285714,0.9714285709999999,7465935,6576,2519103188,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus daejeonensis,Environmental,Terrestrial,Unclassified,Soil,,Soil
730,Paenibacillus fonticola DSM 21315,113.0,122.0,7.0,6.194690265,1.079646018,6310896,5759,2519899635,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus fonticola,Environmental,Aquatic,Unclassified,Freshwater,,Fresh water
731,Paenibacillus ginsengihumi DSM 21568,76.0,70.0,2.0,2.631578947,0.921052632,5677228,5223,2521172661,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus ginsengihumi,Environmental,Terrestrial,Unclassified,Soil,,Soil
732,Paenibacillus harenae DSM 16969,137.0,131.0,4.0,2.9197080289999997,0.95620438,6970200,6377,2523533617,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus harenae,Environmental,Terrestrial,Unclassified,Geologic,,Sand
733,"Paenibacillus massiliensis 2301065, DSM 16942",73.0,76.0,10.0,13.69863014,1.04109589,6387764,5638,2517572189,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus massiliensis,Host-associated,Human,Blood,Circulatory system,,"Host, Human, Human blood"
734,Paenibacillus panacisoli DSM 21345,71.0,68.0,10.0,14.08450704,0.9577464790000001,6328326,5719,2524614514,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus panacisoli,Environmental,Terrestrial,Unclassified,Soil,,Soil
735,Paenibacillus pasadenensis DSM 19293,90.0,79.0,12.0,13.33333333,0.877777778,5716221,4971,2524023087,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus pasadenensis,Engineered,Built environment,Unclassified,Unclassified,,Built environment
736,Paenibacillus pinihumi DSM 23905,101.0,93.0,7.0,6.930693069,0.920792079,6762600,6170,2524023129,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus pinihumi,Host-associated,Plants,Unclassified,Rhizoplane,,"Rhizosphere, Soil"
737,"Paenibacillus sanguinis 2301083, DSM 16941",64.0,67.0,1.0,1.5625,1.046875,4805886,4523,2517572150,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sanguinis,Host-associated,Human,Blood,Circulatory system,,"Host, Human"
738,Paenibacillus taiwanensis DSM 18679,72.0,65.0,5.0,6.944444444,0.9027777779999999,5249511,4780,2524614883,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus taiwanensis,Environmental,Terrestrial,Unclassified,Soil,,Soil
739,Paenibacillus terrigena DSM 21567,109.0,111.0,3.0,2.752293578,1.0183486240000001,6363444,5933,2517572151,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus terrigena,Environmental,Terrestrial,Unclassified,Soil,,"Marine, Soil"
740,"Paludibacter propionicigenes WB4, DSM 17365",30.0,22.0,8.0,26.66666667,0.7333333329999999,3685504,3118,649633080,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Paludibacter propionicigenes,Environmental,Terrestrial,Unclassified,Agricultural field,,"Plants, Soil"
741,Paludibacterium yongneupense DSM 18731,51.0,68.0,15.0,29.41176471,1.333333333,4334936,4116,2524023162,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Paludibacterium,Paludibacterium yongneupense,Environmental,Aquatic,Wetlands,Freshwater,,Wetland
742,Pannonibacter phragmitetus DSM 14782,39.0,43.0,8.0,20.51282051,1.102564103,4783755,4305,2521172637,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pannonibacter,Pannonibacter phragmitetus,Host-associated,Plants,Unclassified,Unclassified,,Plants
743,Parabacteroides gordonii DSM 23371,83.0,44.0,30.0,36.14457831,0.5301204820000001,6679129,5421,2524614557,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides gordonii,Host-associated,Human,Blood,Circulatory system,,Host
744,Paraburkholderia nodosa DSM 21604,77.0,86.0,16.0,20.77922078,1.116883117,9629850,8863,2515154189,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia nodosa,Host-associated,Plants,Unclassified,Rhizoplane,,Plants
745,Paracoccus yeei ATCC BAA-599,33.0,30.0,7.0,21.21212121,0.9090909090000001,4428895,4280,2558309104,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus yeei,Host-associated,Human,Unclassified,Unclassified,,"Host, Human"
746,Paracoccus zeaxanthinifaciens ATCC 21588,24.0,23.0,6.0,25.0,0.958333333,3055520,3004,2524614865,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus zeaxanthinifaciens,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine"
747,Paraoerskovia marina DSM 21750,18.0,15.0,,,0.833333333,2948319,2720,2561511089,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Paraoerskovia,Paraoerskovia marina,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment"
748,Pararheinheimera texasensis DSM 17496,65.0,78.0,12.0,18.46153846,1.2,4588955,4022,2565956515,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Pararheinheimera,Pararheinheimera texasensis,Environmental,Aquatic,Unclassified,Freshwater,,"Aquatic, Fresh water, Lake"
749,Pasteurella testudinis DSM 23072,7.0,6.0,1.0,14.28571429,0.857142857,2918733,2873,2528768223,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella testudinis,Host-associated,Unclassified,Unclassified,Unclassified,,Host
750,Patulibacter americanus DSM 16676,50.0,58.0,2.0,4.0,1.16,4470560,4180,2524614558,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,Patulibacter,Patulibacter americanus,Environmental,Terrestrial,Unclassified,Soil,,Soil
751,"Patulibacter minatonensis KV-614, DSM 18081",49.0,55.0,3.0,6.12244898,1.12244898,5521908,5104,2510065083,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,Patulibacter,Patulibacter minatonensis,Environmental,Terrestrial,Unclassified,Soil,,Soil
