Genome Name,org_type_y,ratio,HPK,rr,his_kin_per_100,Genome Size   * assembled,Gene Count   * assembled,hpkper,HybridHPK,taxon_oid,Domain,Status,Study Name,Sequencing Center,IMG Genome ID ,Phylum,ForColors,Class,Order,Family,Genus,Species,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Ecotype,Habitat,lifestyle_color,order_color
Crocosphaera watsonii WH 0005,o,1.38,50,69,0.754716981,5961117,6625,0.754716981,2,2636415574,Bacteria,Permanent Draft,Crocosphaera watsonii WH 0005,"University of California, Santa Cruz",2636415574,Cyanobacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,Environmental,Aquatic,,Marine,,Marine,#abdda4,#3288bd
Crocosphaera watsonii WH 0003 ((899 contigs)),o,0,46,,0.796674749,5461113,5774,0.796674749,3,2503283005,Bacteria,Permanent Draft,Crocosphaera watsonii WH 0003,,2503283005,Cyanobacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,Environmental,Aquatic,Unclassified,Marine,,Marine,#fdae61,#66c2a5
Crocosphaera watsonii WH 0003,o,1.413043478,46,65,0.746026597,5890504,6166,0.746026597,11,2531839001,Bacteria,Permanent Draft,Crocosphaera watsonii WH 0003,"University of California, Santa Cruz",2531839001,Cyanobacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,Environmental,Aquatic,Unclassified,Marine,,Marine,,
Crocosphaera watsonii WH 0003,o,1.413043478,46,65,0.746026597,5890504,6166,0.746026597,6,2531839001,Bacteria,Permanent Draft,Crocosphaera watsonii WH 0003,"University of California, Santa Cruz",2531839001,Cyanobacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,Environmental,Aquatic,Unclassified,Marine,,Marine,,
Candidatus Pelagibacter ubique SAR11 HTCC9565,o,0.666666667,6,4,0.432900433,1279674,1386,0.432900433,,2503283022,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2503283022,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,Marine,,
Candidatus Pelagibacter ubique SAR11 HTCC9022,o,0.571428571,7,4,0.478142077,1362422,1464,0.478142077,,2511231041,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2511231041,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,Marine,,
Candidatus Pelagibacter ubique SAR11 HTCC8051,o,0.571428571,7,4,0.46728972,1395115,1498,0.46728972,,2511231043,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2511231043,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,Marine,,
Candidatus Pelagibacter ubique SAR11 HTCC1062,o,0.625,8,5,0.573888092,1308759,1394,0.573888092,,637000058,Bacteria,Finished,Candidatus Pelagibacter ubique SAR11 HTCC1062,"University of California, San Diego, Verenium Corporation, Oregon State University",637000058,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#abdda4,#abdda4
Candidatus Pelagibacter ubique SAR11 HTCC1013,o,0.555555556,9,5,0.6378455,1302704,1411,0.6378455,,2511231042,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2511231042,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,Marine,,
Candidatus Pelagibacter ubique SAR11 HTCC1002,o,0.5,8,4,0.56022409,1327604,1428,0.56022409,,638341056,Bacteria,Permanent Draft,Candidatus Pelagibacter ubique SAR11 HTCC1002,J. Craig Venter Institute (JCVI),638341056,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,Environmental,Aquatic,Unclassified,Marine,,Marine,#fdae61,#66c2a5
Candidatus Pelagibacter ubique HTCC7217,o,0.625,8,5,0.52049447,1433611,1537,0.52049447,,2561511228,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2561511228,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,,,
Candidatus Pelagibacter ubique HTCC7214,o,0.625,8,5,0.542372881,1375060,1475,0.542372881,,2561511239,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2561511239,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,Environmental,Aquatic,Unclassified,Marine,,,,
Candidatus Pelagibacter ubique HTCC1040,o,0.714285714,7,5,0.506879073,1274624,1381,0.506879073,15,2513237133,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2513237133,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,,,
Candidatus Pelagibacter ubique HTCC1016,o,0.571428571,7,4,0.498575499,1297098,1404,0.498575499,18,2516143128,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2516143128,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,,,
Candidatus Pelagibacter ubique HIMB140,o,0.625,8,5,0.521172638,1437930,1535,0.521172638,18,2503754000,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2503754000,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,Marine,,
Candidatus Pelagibacter ubique HIMB083,o,0.625,8,5,0.531561462,1395997,1505,0.531561462,16,2510461079,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2510461079,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,Marine,,
Candidatus Pelagibacter ubique HIMB058 (unscreened),o,0,9,,0.709219858,1115049,1269,0.709219858,4,2265129005,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2265129005,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,,,
Candidatus Pelagibacter sp. IMCC9063,o,0.5,10,5,0.674763833,1284727,1482,0.674763833,,650716017,Bacteria,Finished,Candidatus Pelagibacter sp. IMCC9063,Inha University,650716017,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. IMCC9063,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",,
Candidatus Pelagibacter sp. HTCC7211,o,0.625,8,5,0.507614213,1456888,1576,0.507614213,,2503283017,Bacteria,Permanent Draft,Candidatus Pelagibacter sp. HTCC7211,J. Craig Venter Institute (JCVI),2503283017,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HTCC7211,Environmental,Aquatic,Unclassified,Marine,,Marine,,
Candidatus Pelagibacter sp. HIMB1321,o,0.625,8,5,0.557103064,1320649,1436,0.557103064,,2547132513,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2547132513,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HIMB1321,,,,,,,,
Candidatus Pelagibacter sp. HIMB122,o,0.625,8,5,0.513808606,1453515,1557,0.513808606,,2561511237,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),2561511237,Proteobacteria,Pelagibacter,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HIMB122,,,,,,,,
Vibrio fischeri MJ11,c,1.341463415,41,55,0.982035928,4503336,4175,0.982035928,22,642555167,Bacteria,Finished,Vibrio fischeri MJ11,J. Craig Venter Institute (JCVI),642555167,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio fischeri,Host-associated,Mollusca,Unclassified,Unclassified,,Fresh water,#3288bd,#3288bd
Pseudoalteromonas undina NCIMB 2128,c,1.474576271,59,87,1.602825319,3998432,3681,1.602825319,2,2541047161,Bacteria,Permanent Draft,Pseudoalteromonas project - Shandong University,Shandong University,2541047161,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas undina,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#3288bd,#d73027
Pseudoalteromonas tunicata D2,c,1.438356164,73,105,1.574293724,4982425,4637,1.574293724,3,638341157,Bacteria,Permanent Draft,Pseudoalteromonas tunicata D2,J. Craig Venter Institute (JCVI),638341157,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas tunicata,Host-associated,Animal,Unclassified,Unclassified,,"Host, Marine",#3288bd,#d73027
Pseudoalteromonas spiralis DSM 16099,c,1.596153846,52,83,1.281419418,4158027,4058,1.281419418,2,2675903427,Bacteria,Permanent Draft,Pseudoalteromonas spiralis strain:DSM 16099 Genome sequencing,"Chinese Academy of Sciences, Institute of Oceanology",2675903427,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas spiralis,,,,,,,#3288bd,#3288bd
Pseudoalteromonas sp. TW-7,c,1.392857143,56,78,1.444415785,4104952,3877,1.444415785,23,639857033,Bacteria,Permanent Draft,Pseudoalteromonas sp. TW-7,J. Craig Venter Institute (JCVI),639857033,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,unclassified,unclassified,Alteromonadales bacterium TW-7,Host-associated,Unclassified,Unclassified,Unclassified,,Marine,#3288bd,#66c2a5
Pseudoalteromonas sp. SM9913,c,1.462962963,54,79,1.421426691,4037671,3799,1.421426691,,649633085,Bacteria,Finished,Pseudoalteromonas project - Shandong University,Nankai University,649633085,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. SM9913,Environmental,Aquatic,Oceanic,Marine,,Marine,#3288bd,#3288bd
Pseudoalteromonas sp. PAMC 22718,c,1.438596491,57,82,1.453340133,4184624,3922,1.453340133,,2548877051,Bacteria,Permanent Draft,Pseudoalteromonas sp. PAMC 22718,Korea Polar Research Institute (KOPRI),2548877051,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. PAMC 22718,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#3288bd,#3288bd
Pseudoalteromonas sp. NJ631,c,1.204301075,93,112,1.973265436,5349905,4713,1.973265436,,2551306111,Bacteria,Permanent Draft,Pseudoalteromonas sp. NJ631,Ningbo University,2551306111,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. NJ631,Environmental,Aquatic,Unclassified,Marine,,,#3288bd,#3288bd
Pseudoalteromonas sp. DSM 26666,c,1.473684211,57,84,1.552287582,4024100,3672,1.552287582,2,2619619023,Bacteria,Permanent Draft,Creating a successional model for carbon remediation in the Gulf of Mexico,DOE Joint Genome Institute (JGI),2619619023,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. DSM 26666,,,,,,,#3288bd,#5e4fa2
Pseudoalteromonas rubra S2471,c,1.344444444,90,121,1.827782291,5733623,4924,1.827782291,,2671180867,Bacteria,Permanent Draft,Genome sequencce of marine bacteria isolated during Galathea 3 global expedition,Technical University of Denmark,2671180867,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas rubra,,,,,,,#3288bd,#3288bd
Pseudoalteromonas rubra ATCC 29570,c,1.323232323,99,131,1.949970455,5954504,5077,1.949970455,,2541047006,Bacteria,Permanent Draft,Pseudoalteromonas project - Shandong University,Shandong University,2541047006,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas rubra,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#3288bd,#d73027
Pseudoalteromonas piscicida ATCC 15057,c,1.252747253,91,114,1.905360134,5279016,4776,1.905360134,13,2519899641,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2519899641,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas piscicida,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",#3288bd,#d73027
Pseudoalteromonas haloplanktis TAC125,c,1.452380952,42,61,1.155751238,3850272,3634,1.155751238,14,637000217,Bacteria,Finished,Pseudoalteromonas haloplanktis TAC125,"CEA Genoscope, Institut Pasteur",637000217,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas haloplanktis,Environmental,Aquatic,Neritic zone,Marine,,"Aquatic, Marine",#3288bd,#5e4fa2
Pseudoalteromonas denitrificans DSM 6059,c,1.368932039,103,141,1.885756133,6094166,5462,1.885756133,16,2599185267,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2599185267,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas denitrificans,,,,,,Aquatic,#3288bd,#3288bd
Pseudoalteromonas atlantica TB41,c,1.5,54,81,1.242236025,4632606,4347,1.242236025,1,2579778892,Bacteria,Permanent Draft,Pseudoalteromonas project - Florence University,University of Florence,2579778892,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. TB41,Host-associated,Animal,Unclassified,Unclassified,,,#3288bd,#3288bd
Pseudoalteromonas arctica A 37-1-2,c,1.409836066,61,86,1.440717997,4624159,4234,1.440717997,9,2541047156,Bacteria,Finished,Pseudoalteromonas project - Shandong University,Shandong University,2541047156,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas arctica,Environmental,Unclassified,Unclassified,Unclassified,,Marine,#3288bd,#3288bd
Alteromonas sp. ALT199,c,1.349206349,63,85,1.559792028,4635666,4039,1.559792028,11,2524614846,Bacteria,Permanent Draft,Alteromonas ALT199,DOE Joint Genome Institute (JGI),2524614846,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas sp. ALT199,,,,,,,#3288bd,#d73027
Alteromonas naphthalenivorans SN2,c,1.403225806,62,87,1.395767672,4972148,4442,1.395767672,6,2504136012,Bacteria,Finished,Alteromonas naphthalenivorans SN2,National Instrumentation Center for Environmental Management Korea,2504136012,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas naphthalenivorans,Environmental,Aquatic,Intertidal zone,Marine,,"Marine, Sediment",,
Alteromonas mediterranea DE,c,1.406779661,59,83,1.429263566,4412282,4128,1.429263566,6,642555105,Bacteria,Finished,"Alteromonas macleodii strains, University Miguel Hernandez, Spain",J. Craig Venter Institute (JCVI),642555105,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas mediterranea,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Deep sea, Marine",#3288bd,#3288bd
Alteromonas macleodii HOT1A3,c,1.415384615,65,92,1.516565562,4801807,4286,1.516565562,11,2687453488,Bacteria,Finished,Alteromonas macleodii strain:HOT1A3 Genome sequencing and assembly,University of Haifa,2687453488,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,,,,,,,#3288bd,#3288bd
Alteromonas macleodii D7,c,1.472727273,55,81,1.333333333,4575623,4125,1.333333333,10,2684623206,Bacteria,Finished,Genome sequencing of Alteromonas species,University Miguel Hernandez,2684623206,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,,,,,,,#3288bd,#3288bd
Alteromonas macleodii Black Sea 11,c,1.348484848,66,89,1.710730949,4480507,3858,1.710730949,35,2521172684,Bacteria,Finished,"Alteromonas macleodii strains, University Miguel Hernandez, Spain",University Miguel Hernandez,2521172684,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,Environmental,Aquatic,Unclassified,Marine,,Marine,#3288bd,#d73027
Alteromonas macleodii ATCC 27126,c,1.453125,64,93,1.623953311,4653851,3941,1.623953311,17,2554235747,Bacteria,Finished,"Alteromonas macleodii strains, University Miguel Hernandez, Spain",University Miguel Hernandez,2554235747,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine",,
Alteromonas australica H17,c,1.388888889,54,75,1.535399488,4308833,3517,1.535399488,9,2585427644,Bacteria,Finished,Alteromonas australica strain:H17 Genome sequencing,University Miguel Hernandez,2585427644,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas australica,,,,,,,#abdda4,#5e4fa2
Alteromonas australica DE170,c,1.350877193,57,77,1.313061507,4457472,4341,1.313061507,14,2639762924,Bacteria,Finished,Alteromonas australica strain:DE170 Genome sequencing,University Miguel Hernandez,2639762924,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas australica,,,,,,,,
Zooshikella ganghwensis DSM 15267,,1.307692308,52,68,0.965286802,5798664,5387,0.965286802,12,2524614643,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614643,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Zooshikella,Zooshikella ganghwensis,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Marine, Sediment",,
Woodsholea maritima DSM 17123,,1.236842105,38,47,1.284651792,3105947,2958,1.284651792,,2522125070,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2522125070,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Woodsholea,Woodsholea maritima,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Estuaries",,
Wenxinia marina DSM 24838,,1,30,30,0.730994152,4175892,4104,0.730994152,,2515154190,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2515154190,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Wenxinia,Wenxinia marina,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Oil fields, Sediment",,
Vibrio splendidus 12B01,,1.263157895,57,72,1.066217733,5596386,5346,1.066217733,63,638341231,Bacteria,Permanent Draft,Vibrio splendidus 12B01,J. Craig Venter Institute (JCVI),638341231,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus,Environmental,Aquatic,Unclassified,Marine,,"Marine, Surface water",,
Vibrio sp. MED222,,1.37254902,51,70,1.077540672,4891901,4733,1.077540672,66,638341230,Bacteria,Permanent Draft,Vibrio sp. MED222,J. Craig Venter Institute (JCVI),638341230,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. MED222,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#3288bd,#3288bd
Vibrio parahaemolyticus 16,,1.245283019,53,66,1.281431335,4535833,4136,1.281431335,10,647533245,Bacteria,Permanent Draft,Vibrio parahaemolyticus 16,J. Craig Venter Institute (JCVI),647533245,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. 16,Environmental,Aquatic,Unclassified,Marine,,"Host, Marine",#3288bd,#5e4fa2
Vibrio litoralis DSM 17657,,1,24,24,0.668523677,3825715,3590,0.668523677,19,2524614821,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614821,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio litoralis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Vibrio campbellii AND4,,1.542857143,35,54,0.867625186,4255798,4034,0.867625186,60,641380451,Bacteria,Permanent Draft,Vibrio campbellii AND4,J. Craig Venter Institute (JCVI),641380451,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. AND4,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#3288bd,#3288bd
Vibrio alginolyticus 12G01,,1.333333333,51,68,1.05721393,5160431,4824,1.05721393,80,638341222,Bacteria,Permanent Draft,Vibrio alginolyticus 12G01,J. Craig Venter Institute (JCVI),638341222,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,Environmental,Aquatic,Unclassified,Marine,,"Host, Marine, Surface water",#3288bd,#fee086
Trichodesmium thiebautii H9-4,,1,19,19,0.56379822,3286556,3370,0.56379822,10,2627854162,Bacteria,Permanent Draft,Trichodesmium thiebautii H9-4 isolate:H9-4 Genome sequencing,University of Southern California,2627854162,Cyanobacteria,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Trichodesmium,Trichodesmium thiebautii,,,,,,,#3288bd,#3288bd
Trichodesmium erythraeum IMS101,,1,44,44,0.853374709,7750108,5156,0.853374709,8,637000329,Bacteria,Finished,Trichodesmium erythraeum IMS101,DOE Joint Genome Institute (JGI),637000329,Cyanobacteria,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Trichodesmium,Trichodesmium erythraeum,Environmental,Aquatic,Neritic zone,Marine,,Marine,#abdda4,#fdae61
"Thermosediminibacter oceani JW/IW-1228P, DSM 16646",,0.842105263,19,16,0.809199319,2280035,2348,0.809199319,14,648028061,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),648028061,Firmicutes,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Thermosediminibacter,Thermosediminibacter oceani,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Deep sea, Marine, Sediment",,
"Thermodesulfatator indicus CIR29812, DSM 15286",,1.125,32,36,1.396769969,2322224,2291,1.396769969,22,2505119042,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),2505119042,Thermodesulfobacteria,Other,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfatator,Thermodesulfatator indicus,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",,
Thermodesulfatator atlanticus DSM 21156,,1.166666667,30,35,1.306051371,2302285,2297,1.306051371,10,2523533580,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533580,Thermodesulfobacteria,Other,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfatator,Thermodesulfatator atlanticus,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",,
"Thermaerobacter marianensis 7p75a, DSM 12885",,1,21,21,0.862422998,2844696,2435,0.862422998,5,649633101,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),649633101,Firmicutes,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,Thermaerobacter marianensis,Environmental,Aquatic,Oceanic,Marine,,"Deep sea, Marine, Mud",,
Thalassospira lucentensis DSM 14000,,1.222222222,45,55,1.013970257,4748691,4438,1.013970257,,2526164517,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2526164517,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,Thalassospira lucentensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Thalassobaculum salexigens DSM 19539,,0.952380952,63,60,1.319095477,5084548,4776,1.319095477,,2523231049,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523231049,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassobaculum,Thalassobaculum salexigens,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Sulfurospirillum sp. Am-N (draft),,0,48,,1.856148492,2264828,2586,1.856148492,3,2502171155,Bacteria,Permanent Draft,Sulfurospirillum sp. Am-N,J. Craig Venter Institute (JCVI),2502171155,Proteobacteria,Epsilonproteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Sulfurospirillum sp. Am-N,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Host, Hot spring, Hydrothermal vent, Marine",,
