,Unnamed: 0,Unnamed: 0.1,Genome Name,HPK,RR,Hybrid,hpkper100,% Hybrid,RR:HPK Ratio,Genome Size,Gene Count,taxon_oid,Domain,Status,Study Name,Sequencing Center,Phylum,Class,CyanoClass,Order,Family,Genus,Species,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Ecotype,Habitat,Ratio_no_RR_Hybrid,org_type_y,ForColors,lifestyle_color,order_color,Unnamed: 5,Unnamed: 6,Unnamed: 7,7.44E-10
287,251,264,Prochlorococcus marinus MIT9116,4,5,,0.203665988,,1.25,1685398,1964,2606217690,Bacteria,Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Cyanobacteria,unclassified,Prochlorococcus,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,Environmental,Aquatic,Pelagic,Marine,High light adapted (HL),,1.25,o,Prochlorococcus,#abdda4,#3288bd,,,,
253,250,263,Prochlorococcus marinus marinus CCMP1375,5,6,,0.258665287,,1.2,1751080,1933,637000213,Bacteria,Finished,Prochlorococcus marinus marinus CCMP1375,CEA Genoscope,Cyanobacteria,unclassified,Prochlorococcus,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,Environmental,Aquatic,Pelagic,Marine,Low light adapted (LL),,1.2,o,Prochlorococcus,#abdda4,#66c2a5,,,,
252,249,262,Prochlorococcus marinus LG,5,6,,0.256937307,,1.2,1754063,1946,2606217685,Bacteria,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Cyanobacteria,unclassified,Prochlorococcus,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,Environmental,Aquatic,Pelagic,Marine,Low light adapted (LL),,1.2,o,Prochlorococcus,#abdda4,#66c2a5,,,,
286,248,261,Prochlorococcus marinus GP2,4,5,,0.213675214,,1.25,1624310,1872,2606217606,Bacteria,Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Cyanobacteria,unclassified,Prochlorococcus,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,Environmental,Aquatic,Pelagic,Marine,High light adapted (HL),,1.25,o,Prochlorococcus,#abdda4,#66c2a5,,,,
251,247,260,Prochlorococcus marinus EQPAC1,5,6,,0.257201646,,1.2,1654739,1944,2606217689,Bacteria,Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Cyanobacteria,unclassified,Prochlorococcus,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,Environmental,Aquatic,Pelagic,Marine,High light adapted (HL),,1.2,o,Prochlorococcus,#abdda4,#66c2a5,,,,
285,246,259,Prochlorococcus marinus AS9601,4,5,,0.201207243,,1.25,1669886,1988,640069321,Bacteria,Finished,Prochlorococcus marinus sequencing - JCVI,J. Craig Venter Institute (JCVI),Cyanobacteria,unclassified,Prochlorococcus,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,Environmental,Aquatic,Pelagic,Marine,High light adapted (HL),,1.25,o,Prochlorococcus,#abdda4,#66c2a5,,,,
263,269,296,Prochlorococcus sp. MIT0601,5,6,,0.262467192,,1.2,1707342,1905,2606217319,Bacteria,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Cyanobacteria,unclassified,Prochlorococcus,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. MIT 0601,Environmental,Aquatic,Pelagic,Marine,Low light adapted (LL),,1.2,o,Prochlorococcus,#abdda4,#fdae61,,,,
264,270,297,Prochlorococcus sp. MIT0602,5,6,,0.255623722,,1.2,1750918,1956,2606217317,Bacteria,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Cyanobacteria,unclassified,Prochlorococcus,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. MIT 0602,Environmental,Aquatic,Pelagic,Marine,Low light adapted (LL),,1.2,o,Prochlorococcus,#abdda4,#66c2a5,,,,
265,271,298,Prochlorococcus sp. MIT0603,5,6,,0.255885363,,1.2,1752482,1954,2606217686,Bacteria,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Cyanobacteria,unclassified,Prochlorococcus,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. MIT 0603,Environmental,Aquatic,Pelagic,Marine,Low light adapted (LL),,1.2,o,Prochlorococcus,#abdda4,#3288bd,,,,
295,272,299,Prochlorococcus sp. MIT0604,4,5,,0.191479177,,1.25,1780061,2089,2606217688,Bacteria,Finished,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Cyanobacteria,unclassified,Prochlorococcus,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. MIT 0604,Environmental,Aquatic,Pelagic,Marine,High light adapted (HL),,1.25,o,Prochlorococcus,#abdda4,#3288bd,,,,
318,273,300,Prochlorococcus sp. MIT0701,7,10,,0.25887574,,1.428571429,2592571,2704,2606217684,Bacteria,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Cyanobacteria,unclassified,Prochlorococcus,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. MIT 0701,Environmental,Aquatic,Pelagic,Marine,Low light adapted (LL),,1.428571429,o,Prochlorococcus,#abdda4,#fdae61,,,,
319,274,301,Prochlorococcus sp. MIT0702,7,10,,0.258684405,,1.428571429,2583057,2706,2606217681,Bacteria,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Cyanobacteria,unclassified,Prochlorococcus,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. MIT 0702,Environmental,Aquatic,Pelagic,Marine,Low light adapted (LL),,1.428571429,o,Prochlorococcus,#abdda4,#3288bd,,,,
320,275,302,Prochlorococcus sp. MIT0703,7,10,,0.259836674,,1.428571429,2575057,2694,2606217682,Bacteria,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Cyanobacteria,unclassified,Prochlorococcus,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. MIT 0703,Environmental,Aquatic,Pelagic,Marine,Low light adapted (LL),,1.428571429,o,Prochlorococcus,#abdda4,#3288bd,,,,
266,276,303,Prochlorococcus sp. MIT0801,5,6,,0.225428314,,1.2,1929203,2218,2606217560,Bacteria,Finished,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Cyanobacteria,unclassified,Prochlorococcus,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. MIT 0801,Environmental,Aquatic,Pelagic,Marine,Low light adapted (LL),,1.2,o,Prochlorococcus,#abdda4,#3288bd,,,,
267,278,305,Prochlorococcus sp. SS52,5,6,,0.255623722,,1.2,1754053,1956,2606217314,Bacteria,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Cyanobacteria,unclassified,Prochlorococcus,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. SS52,Environmental,Aquatic,Pelagic,Marine,Low light adapted (LL),,1.2,o,Prochlorococcus,#3288bd,#66c2a5,,,,
142,306,333,Richelia intracellularis RC01,22,22,9,0.544150383,40.90909091,1,2997884,4043,2622736407,Bacteria,Draft,The genome sequence of the heterocyst-forming cyanobacterial symbiont of the diatom Rhizosolenia,"University of California, Santa Cruz",Cyanobacteria,unclassified,,Nostocales,Nostocaceae,Richelia,Richelia intracellularis,,,,,,,1,,Cyanobacteria,#fdae61,#d73027,,,,
281,318,345,Rubidibacter lacunae KORDI 51-2,17,21,6,0.484744796,35.29411765,1.235294118,4153658,3507,2524023186,Bacteria,Permanent Draft,Rubidibacter lacunae KORDI-51,Korea Institute of Ocean Science and Technology (KIOST),Cyanobacteria,unclassified,,Chroococcales,Aphanothecaceae,Rubidibacter,Rubidibacter lacunae,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Marine, Sea water",1.235294118,,Synechococcus,,,,,,
310,359,396,Synechococcus sp. CC9616,9,12,,0.304259635,,1.333333333,2645910,2958,2517093019,Bacteria,Permanent Draft,Synechococcus genomes and the evolution of genome size,DOE Joint Genome Institute (JGI),Cyanobacteria,unclassified,Synechococcus,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. CC9616,Environmental,Aquatic,Pelagic,Marine,,,1.333333333,o,Synechococcus,#abdda4,#5e4fa2,,,,
311,360,399,Synechococcus sp. KORDI-100,9,12,,0.294310007,,1.333333333,2789000,3058,2507262013,Bacteria,Finished,Genome sequencing of marine Synechococcus sp.,Korea Institute of Ocean Science and Technology (KIOST),Cyanobacteria,unclassified,Synechococcus,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. KORDI-100,Environmental,Aquatic,Oceanic,Marine,,"Marine, Sea water",1.333333333,,Synechococcus,,,,,,
325,361,400,Synechococcus sp. KORDI-49,8,12,,0.2944424,,1.5,2585813,2717,2507262011,Bacteria,Finished,Genome sequencing of marine Synechococcus sp.,Korea Institute of Ocean Science and Technology (KIOST),Cyanobacteria,unclassified,Synechococcus,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. KORDI-49,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Marine",1.5,,Synechococcus,,,,,,
186,245,258,Ponticaulis koreensis DSM 19734,39,42,10,1.145374449,25.64102564,1.076923077,3400379,3405,2524614539,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Rhodobacterales,Hyphomonadaceae,Ponticaulis,Ponticaulis koreensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",1.076923077,,Alphaproteobacteria,,,,,,
93,244,257,"Pontibacter actiniarum KMM 6156, DSM 19842",48,44,6,1.094141783,12.5,0.916666667,4952578,4387,2502545039,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter actiniarum,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine",0.916666667,,Bacteroidetes,,,,,,
164,243,256,Pontibacillus halophilus DSM 19796,29,30,1,0.758169935,3.448275862,1.034482759,3672639,3825,2524023244,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,,Bacillales,Bacillaceae,Pontibacillus,Pontibacillus halophilus,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine",1.034482759,,Firmicutes,,,,,,
180,242,255,Polaribacter irgensii 23-P,15,16,3,0.576479631,20,1.066666667,2745458,2602,638341152,Bacteria,Permanent Draft,Polaribacter irgensii 23-P,J. Craig Venter Institute (JCVI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter irgensii,Environmental,Aquatic,Unclassified,Marine,,,1.066666667,,Bacteroidetes,#fdae61,#bf812d,,,,
11,241,254,Plesiocystis pacifica SIR-1,94,61,27,1.100444861,28.72340426,0.64893617,10587646,8542,640963030,Bacteria,Permanent Draft,Plesiocystis pacifica SIR-1,J. Craig Venter Institute (JCVI),Proteobacteria,Deltaproteobacteria,,Myxococcales,Nannocystaceae,Plesiocystis,Plesiocystis pacifica,Environmental,Aquatic,Intertidal zone,Marine,,,0.64893617,,Deltaproteobacteria,#fdae61,#66c2a5,,,,
278,240,253,Photobacterium sp. SKA34,31,38,10,0.654837347,32.25806452,1.225806452,4946988,4734,638341151,Bacteria,Permanent Draft,Photobacterium sp. SKA34,J. Craig Venter Institute (JCVI),Proteobacteria,Gammaproteobacteria,,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium sp. SKA34,Environmental,Aquatic,Unclassified,Marine,,,1.225806452,,Gammaproteobacteria,#fdae61,#bf812d,,,,
212,239,252,Photobacterium profundum 3TCK,56,63,14,0.963855422,25,1.125,6107610,5810,2501651210,Bacteria,Permanent Draft,Photobacterium profundum 3TCK,J. Craig Venter Institute (JCVI),Proteobacteria,Gammaproteobacteria,,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium profundum,Environmental,Aquatic,Coastal,Marine,,,1.125,,Gammaproteobacteria,#fdae61,#66c2a5,,,,
215,238,251,Photobacterium angustum S14,39,44,12,0.820879815,30.76923077,1.128205128,5101447,4751,638341223,Bacteria,Permanent Draft,Photobacterium angustum S14,J. Craig Venter Institute (JCVI),Proteobacteria,Gammaproteobacteria,,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium angustum,Environmental,Aquatic,Unclassified,Marine,,,1.128205128,,Gammaproteobacteria,,,,,,
51,237,250,Phaeobacter inhibens 2.10,35,29,9,0.922995781,25.71428571,0.828571429,4160918,3792,2510065028,Bacteria,Finished,Phaeobacter inhibens 2.10,J. Craig Venter Institute (JCVI),Proteobacteria,Alphaproteobacteria,,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,Host-associated,Algae,Unclassified,Unclassified,,,0.828571429,,Alphaproteobacteria,#fdae61,#66c2a5,,,,
49,236,249,Phaeobacter gallaeciensis BS107,34,28,9,0.82205029,26.47058824,0.823529412,4232367,4136,641380432,Bacteria,Permanent Draft,Phaeobacter type strains,LGC Genomics,Proteobacteria,Alphaproteobacteria,,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter gallaeciensis,Environmental,Aquatic,Unclassified,Marine,,,0.823529412,,Alphaproteobacteria,#fdae61,#66c2a5,,,,
46,186,199,Pedobacter sp. BAL39,97,79,26,1.874034003,26.80412371,0.81443299,5788054,5176,640963036,Bacteria,Permanent Draft,Pedobacter sp. BAL39,J. Craig Venter Institute (JCVI),Bacteroidetes,Sphingobacteriia,,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. BAL39,Environmental,Aquatic,Unclassified,Marine,,,0.81443299,,Bacteroidetes,#fdae61,#66c2a5,,,,
76,185,198,Parvularcula bermudensis HTCC2503,39,34,11,1.427003293,28.20512821,0.871794872,2902643,2733,648028050,Bacteria,Finished,Parvularcula bermudensis HTCC2503,J. Craig Venter Institute (JCVI),Proteobacteria,Alphaproteobacteria,,Parvularculales,Parvularculaceae,Parvularcula,Parvularcula bermudensis,Environmental,Aquatic,Unclassified,Marine,,,0.871794872,,Alphaproteobacteria,#fdae61,#bf812d,,,,
64,184,197,Paraoerskovia marina DSM 21750,18,15,,0.661764706,,0.833333333,2948319,2720,2561511089,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,,Micrococcales,Cellulomonadaceae,Paraoerskovia,Paraoerskovia marina,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",0.833333333,,Other,,,,,,
111,183,196,Paracoccus zeaxanthinifaciens ATCC 21588,24,23,6,0.798934754,25,0.958333333,3055520,3004,2524614865,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus zeaxanthinifaciens,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",0.958333333,,Alphaproteobacteria,,,,,,
150,182,195,Paenibacillus terrigena DSM 21567,109,111,3,1.837181864,2.752293578,1.018348624,6363444,5933,2517572151,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus terrigena,Environmental,Terrestrial,Unclassified,Soil,,"Marine, Soil",1.018348624,,Firmicutes,,,,,,
120,181,194,Owenweeksia hongkongensis DSM 17368,47,46,9,1.319113107,19.14893617,0.978723404,4000057,3563,2508501098,Bacteria,Finished,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Cryomorphaceae,Owenweeksia,Owenweeksia hongkongensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",0.978723404,,Bacteroidetes,,,,,,
218,180,193,Oceanospirillum maris DSM 6286,38,43,12,1.118634089,31.57894737,1.131578947,3712005,3397,2523231066,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Oceanospirillales,Oceanospirillaceae,Oceanospirillum,Oceanospirillum maris,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",1.131578947,,Gammaproteobacteria,,,,,,
72,179,192,Oceanospirillum beijerinckii DSM 7166,91,79,36,1.963322546,39.56043956,0.868131868,5327358,4635,2524023058,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Oceanospirillales,Oceanospirillaceae,Oceanospirillum,Oceanospirillum beijerinckii,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",0.868131868,,Gammaproteobacteria,,,,,,
217,178,191,Oceanobacter kriegii DSM 6294,54,61,19,1.338289963,35.18518519,1.12962963,4507818,4035,2523231065,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Oceanospirillales,Oceanospirillaceae,Oceanobacter,Oceanobacter kriegii,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",1.12962963,,Gammaproteobacteria,,,,,,
223,177,190,"Oceanithermus profundus 506, DSM 14977",14,16,,0.572597137,,1.142857143,2439291,2445,649633077,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Deinococcus-Thermus,Deinococci,,Thermales,Thermaceae,Oceanithermus,Oceanithermus profundus,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",1.142857143,,Other,,,,,,
15,176,189,Oceanicola granulosus HTCC2516,37,25,6,0.959792477,16.21621622,0.675675676,4039111,3855,638341140,Bacteria,Permanent Draft,Oceanicola granulosus HTCC2516,J. Craig Venter Institute (JCVI),Proteobacteria,Alphaproteobacteria,,Rhodobacterales,Rhodobacteraceae,Oceanicola,Oceanicola granulosus,Environmental,Aquatic,Unclassified,Marine,,,0.675675676,,Alphaproteobacteria,#fdae61,#5e4fa2,,,,
192,175,188,Oceanicaulis alexandrii HTCC2633,35,38,8,1.135994807,22.85714286,1.085714286,3168201,3081,638341138,Bacteria,Permanent Draft,Oceanicaulis alexandrii HTCC2633,J. Craig Venter Institute (JCVI),Proteobacteria,Alphaproteobacteria,,Rhodobacterales,Hyphomonadaceae,Oceanicaulis,Oceanicaulis sp. HTCC2633,Environmental,Aquatic,Unclassified,Marine,,,1.085714286,,Alphaproteobacteria,#fdae61,#74add1,,,,
277,174,187,Oceanicaulis alexandrii DSM 11625,31,38,8,1.073035652,25.80645161,1.225806452,3018426,2889,2523533582,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Rhodobacterales,Hyphomonadaceae,Oceanicaulis,Oceanicaulis alexandrii,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Marine",1.225806452,,Alphaproteobacteria,,,,,,
312,173,183,Nitrosomonas cryotolerans ATCC 49181,17,23,3,0.627306273,17.64705882,1.352941176,2928185,2710,2588253501,Bacteria,Permanent Draft,"Genome Sequencing of Nitrosomonas cryotolerans and Nitrosospira briensis, missing pieces for comparative phylogenomics of ammonia-oxidizing bacteria",DOE Joint Genome Institute (JGI),Proteobacteria,Betaproteobacteria,,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas cryotolerans,Environmental,Aquatic,Unclassified,Marine,,,1.352941176,,Betaproteobacteria,#fdae61,#5e4fa2,,,,
282,172,182,Nitrosococcus oceani C-107,21,26,6,0.65830721,28.57142857,1.238095238,3522111,3190,637000194,Bacteria,Finished,Five Bacteria involved in Nitrification,DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Chromatiales,Chromatiaceae,Nitrosococcus,Nitrosococcus oceani,Environmental,Aquatic,Oceanic,Marine,,,1.238095238,,Gammaproteobacteria,#fdae61,#5e4fa2,,,,
314,171,181,Nitrococcus mobilis Nb-231,22,30,6,0.619369369,27.27272727,1.363636364,3617638,3552,638341135,Bacteria,Permanent Draft,Nitrococcus mobilis Nb-231,J. Craig Venter Institute (JCVI),Proteobacteria,Gammaproteobacteria,,Chromatiales,Ectothiorhodospiraceae,Nitrococcus,Nitrococcus mobilis,Environmental,Aquatic,Unclassified,Marine,,,1.363636364,,Gammaproteobacteria,#fdae61,#f46d43,,,,
63,170,180,Nitrobacter sp. Nb-311A,36,30,10,0.834879406,27.77777778,0.833333333,4104352,4312,638341134,Bacteria,Permanent Draft,Nitrobacter sp. Nb-311A,J. Craig Venter Institute (JCVI),Proteobacteria,Alphaproteobacteria,,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,Nitrobacter sp. Nb-311A,Environmental,Aquatic,Unclassified,Marine,,,0.833333333,,Alphaproteobacteria,#fdae61,#5e4fa2,,,,
305,169,179,Nitratiruptor tergarcus DSM 16512,13,17,2,0.637567435,15.38461538,1.307692308,1929433,2039,2516493030,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Proteobacteria,Epsilonproteobacteria,,unclassified,unclassified,Nitratiruptor,Nitratiruptor tergarcus,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",1.307692308,,Epsilonproteobacteria,,,,,,
176,168,178,"Nitratifractor salsuginis E9I37-1, DSM 16511",18,19,4,0.828347906,22.22222222,1.055555556,2101285,2173,649633076,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Proteobacteria,Epsilonproteobacteria,,Campylobacterales,unclassified,Nitratifractor,Nitratifractor salsuginis,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",1.055555556,,Epsilonproteobacteria,,,,,,
9,167,177,Nisaea denitrificans DSM 18348,55,35,13,1.265531523,23.63636364,0.636363636,4626718,4346,2524614677,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Rhodospirillales,Rhodospirillaceae,Nisaea,Nisaea denitrificans,Environmental,Aquatic,Unclassified,Freshwater,,"Aquatic, Marine, Surface water",0.636363636,,Alphaproteobacteria,,,,,,
250,166,176,Neptunomonas japonica DSM 18939,45,54,12,1.05361742,26.66666667,1.2,4393591,4271,2523533624,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Oceanospirillales,Oceanospirillaceae,Neptunomonas,Neptunomonas japonica,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Marine, Sediment",1.2,,Gammaproteobacteria,,,,,,
232,165,175,"Muricauda ruestringensis B1, DSM 13258",31,36,4,0.879432624,12.90322581,1.161290323,3842422,3525,2505679007,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda ruestringensis,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",1.161290323,,Bacteroidetes,,,,,,
197,164,174,Moritella sp. PE36,41,45,12,0.844664194,29.26829268,1.097560976,5286066,4854,2501651208,Bacteria,Permanent Draft,Moritella sp. PE36,J. Craig Venter Institute (JCVI),Proteobacteria,Gammaproteobacteria,,Alteromonadales,Moritellaceae,Moritella,Moritella sp. PE36,Environmental,Aquatic,Coastal,Marine,,,1.097560976,,Gammaproteobacteria,#fdae61,#f46d43,,,,
154,163,173,Moritella marina ATCC 15381,43,44,14,1.012717852,32.55813953,1.023255814,4648950,4246,2519899695,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Alteromonadales,Moritellaceae,Moritella,Moritella marina,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",1.023255814,,Gammaproteobacteria,,,,,,
269,162,172,Microbulbifer variabilis ATCC 700307,24,29,4,0.540662311,16.66666667,1.208333333,4835674,4439,2519899636,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Cellvibrionales,Microbulbiferaceae,Microbulbifer,Microbulbifer variabilis,Host-associated,Algae,Unclassified,Unclassified,,Marine,1.208333333,,Gammaproteobacteria,,,,,,
102,161,171,Microbacterium indicum DSM 19969,16,15,,0.591934887,,0.9375,2813713,2703,2523533558,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium indicum,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Deep sea, Marine, Sediment",0.9375,,Other,,,,,,
137,160,170,Mesonia mobilis DSM 19841,20,20,3,0.657246139,15,1,3210966,3043,2523231063,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Mesonia,Mesonia mobilis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",1,,Bacteroidetes,,,,,,
65,159,169,Mesoflavibacter zeaxanthinifaciens DSM 18436,25,21,4,0.903505602,16,0.84,2966206,2767,2524023204,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",0.84,,Bacteroidetes,,,,,,
